i,j,n,value
0,3,13,168.0
0,3,14,182.0
0,3,15,196.0
0,3,16,210.0
0,3,17,224.0
0,3,18,238.0
0,3,19,252.0
0,3,20,266.0
0,3,21,280.0
0,3,22,294.0
0,3,23,308.0
0,3,24,322.0
0,3,25,336.0
0,3,26,350.0
0,3,27,364.0
0,3,28,378.0
0,3,29,392.0
0,3,30,406.0
0,3,31,420.0
0,3,32,434.0
0,3,33,448.0
0,3,34,462.0
0,3,35,476.0
0,3,36,490.0
0,3,37,504.0
0,3,38,518.0
0,3,39,532.0
0,3,40,546.0
0,3,41,560.0
0,3,42,574.0
0,3,43,588.0
0,3,44,602.0
0,3,45,616.0
0,3,46,630.0
0,3,47,644.0
0,3,48,658.0
0,3,49,672.0
0,3,50,686.0
0,3,51,700.0
0,3,52,714.0
0,3,53,728.0
0,3,54,742.0
0,3,55,756.0
0,3,56,770.0
0,3,57,784.0
0,3,58,798.0
0,3,59,812.0
0,4,0,840.0
0,4,1,0.0
0,4,2,14.0
0,4,3,28.0
0,4,4,42.0
0,4,5,56.0
0,4,6,70.0
0,4,7,84.0
0,4,8,98.0
0,4,9,112.0
0,4,10,126.0
0,4,11,140.0
0,4,12,154.0
0,4,13,168.0
0,4,14,182.0
0,4,15,196.0
0,4,16,210.0
0,4,17,224.0
0,4,18,238.0
0,4,19,252.0
0,4,20,266.0
0,4,21,280.0
0,4,22,294.0
0,4,23,308.0
0,4,24,322.0
0,4,25,336.0
0,4,26,350.0
0,4,27,364.0
0,4,28,378.0
0,4,29,392.0
0,4,30,406.0
0,4,31,420.0
0,4,32,434.0
0,4,33,448.0
0,4,34,462.0
0,4,35,476.0
0,4,36,490.0
0,4,37,504.0
0,4,38,518.0
0,4,39,532.0
0,4,40,546.0
0,4,41,560.0
0,4,42,574.0
0,4,43,588.0
0,4,44,602.0
0,4,45,616.0
0,4,46,630.0
0,4,47,644.0
0,4,48,658.0
0,4,49,672.0
0,4,50,686.0
0,4,51,700.0
0,4,52,714.0
0,4,53,728.0
0,4,54,742.0
0,4,55,756.0
0,4,56,770.0
0,4,57,784.0
0,4,58,798.0
0,4,59,812.0
0,5,0,660.0
0,5,1,0.0
0,5,2,11.0
0,5,3,22.0
0,5,4,33.0
0,5,5,44.0
0,5,6,55.0
0,5,7,66.0
0,5,8,77.0
0,5,9,88.0
0,5,10,99.0
0,5,11,110.0
0,5,12,121.0
0,5,13,132.0
0,5,14,143.0
0,5,15,154.0
0,5,16,165.0
0,5,17,176.0
0,5,18,187.0
0,5,19,198.0
0,5,20,209.0
0,5,21,220.0
0,5,22,231.0
0,5,23,242.0
0,5,24,253.0
0,5,25,264.0
0,5,26,275.0
0,5,27,286.0
0,5,28,297.0
0,5,29,308.0
0,5,30,319.0
0,5,31,330.0
0,5,32,341.0
0,5,33,352.0
0,5,34,363.0
0,5,35,374.0
0,5,36,385.0
0,5,37,396.0
0,5,38,407.0
0,5,39,418.0
0,5,40,429.0
0,5,41,440.0
0,5,42,451.0
0,5,43,462.0
0,5,44,473.0
0,5,45,484.0
0,5,46,495.0
0,5,47,506.0
0,5,48,517.0
0,5,49,528.0
0,5,50,539.0
0,5,51,550.0
0,5,52,561.0
0,5,53,572.0
0,5,54,583.0
0,5,55,594.0
0,5,56,605.0
0,5,57,616.0
0,5,58,627.0
0,5,59,638.0
0,6,0,660.0
0,6,1,0.0
0,6,2,11.0
0,6,3,22.0
0,6,4,33.0
0,6,5,44.0
0,6,6,55.0
0,6,7,66.0
0,6,8,77.0
0,6,9,88.0
0,6,10,99.0
0,6,11,110.0
0,6,12,121.0
0,6,13,132.0
0,6,14,143.0
0,6,15,154.0
0,6,16,165.0
0,6,17,176.0
0,6,18,187.0
0,6,19,198.0
0,6,20,209.0
0,6,21,220.0
0,6,22,231.0
0,6,23,242.0
0,6,24,253.0
0,6,25,264.0
0,6,26,275.0
0,6,27,286.0
0,6,28,297.0
0,6,29,308.0
0,6,30,319.0
0,6,31,330.0
0,6,32,341.0
0,6,33,352.0
0,6,34,363.0
0,6,35,374.0
0,6,36,385.0
0,6,37,396.0
0,6,38,407.0
0,6,39,418.0
0,6,40,429.0
0,6,41,440.0
0,6,42,451.0
0,6,43,462.0
0,6,44,473.0
0,6,45,484.0
0,6,46,495.0
0,6,47,506.0
0,6,48,517.0
0,6,49,528.0
0,6,50,539.0
0,6,51,550.0
0,6,52,561.0
0,6,53,572.0
0,6,54,583.0
0,6,55,594.0
0,6,56,605.0
0,6,57,616.0
0,6,58,627.0
0,6,59,638.0
0,7,0,720.0
0,7,1,0.0
0,7,2,12.0
0,7,3,24.0
0,7,4,36.0
0,7,5,48.0
0,7,6,60.0
0,7,7,72.0
0,7,8,84.0
0,7,9,96.0
0,7,10,108.0
0,7,11,120.0
0,7,12,132.0
0,7,13,144.0
0,7,14,156.0
0,7,15,168.0
0,7,16,180.0
0,7,17,192.0
0,7,18,204.0
0,7,19,216.0
0,7,20,228.0
0,7,21,240.0
0,7,22,252.0
0,7,23,264.0
0,7,24,276.0
0,7,25,288.0
0,7,26,300.0
0,7,27,312.0
0,7,28,324.0
0,7,29,336.0
0,7,30,348.0
0,7,31,360.0
0,7,32,372.0
0,7,33,384.0
0,7,34,396.0
0,7,35,408.0
0,7,36,420.0
0,7,37,432.0
0,7,38,444.0
0,7,39,456.0
0,7,40,468.0
0,7,41,480.0
0,7,42,492.0
0,7,43,504.0
0,7,44,516.0
0,7,45,528.0
0,7,46,540.0
0,7,47,552.0
0,7,48,564.0
0,7,49,576.0
0,7,50,588.0
0,7,51,600.0
0,7,52,612.0
0,7,53,624.0
0,7,54,636.0
0,7,55,648.0
0,7,56,660.0
0,7,57,672.0
0,7,58,684.0
0,7,59,696.0
0,8,0,660.0
0,8,1,0.0
0,8,2,11.0
0,8,3,22.0
0,8,4,33.0
0,8,5,44.0
0,8,6,55.0
0,8,7,66.0
0,8,8,77.0
0,8,9,88.0
0,8,10,99.0
0,8,11,110.0
0,8,12,121.0
0,8,13,132.0
0,8,14,143.0
0,8,15,154.0
0,8,16,165.0
0,8,17,176.0
0,8,18,187.0
0,8,19,198.0
0,8,20,209.0
0,8,21,220.0
0,8,22,231.0
0,8,23,242.0
0,8,24,253.0
0,8,25,264.0
0,8,26,275.0
0,8,27,286.0
0,8,28,297.0
0,8,29,308.0
0,8,30,319.0
0,8,31,330.0
0,8,32,341.0
0,8,33,352.0
0,8,34,363.0
0,8,35,374.0
0,8,36,385.0
0,8,37,396.0
0,8,38,407.0
0,8,39,418.0
0,8,40,429.0
0,8,41,440.0
0,8,42,451.0
0,8,43,462.0
0,8,44,473.0
0,8,45,484.0
0,8,46,495.0
0,8,47,506.0
0,8,48,517.0
0,8,49,528.0
0,8,50,539.0
0,8,51,550.0
0,8,52,561.0
0,8,53,572.0
0,8,54,583.0
0,8,55,594.0
0,8,56,605.0
0,8,57,616.0
0,8,58,627.0
0,8,59,638.0
0,9,0,840.0
0,9,1,0.0
0,9,2,14.0
0,9,3,28.0
0,9,4,42.0
0,9,5,56.0
0,9,6,70.0
0,9,7,84.0
0,9,8,98.0
0,9,9,112.0
0,9,10,126.0
0,9,11,140.0
0,9,12,154.0
0,9,13,168.0
0,9,14,182.0
0,9,15,196.0
0,9,16,210.0
0,9,17,224.0
0,9,18,238.0
0,9,19,252.0
0,9,20,266.0
0,9,21,280.0
0,9,22,294.0
0,9,23,308.0
0,9,24,322.0
0,9,25,336.0
0,9,26,350.0
0,9,27,364.0
0,9,28,378.0
0,9,29,392.0
0,9,30,406.0
0,9,31,420.0
0,9,32,434.0
0,9,33,448.0
0,9,34,462.0
0,9,35,476.0
0,9,36,490.0
0,9,37,504.0
0,9,38,518.0
0,9,39,532.0
0,9,40,546.0
0,9,41,560.0
0,9,42,574.0
0,9,43,588.0
0,9,44,602.0
0,9,45,616.0
0,9,46,630.0
0,9,47,644.0
0,9,48,658.0
0,9,49,672.0
0,9,50,686.0
0,9,51,700.0
0,9,52,714.0
0,9,53,728.0
0,9,54,742.0
0,9,55,756.0
0,9,56,770.0
0,9,57,784.0
0,9,58,798.0
0,9,59,812.0
0,10,0,840.0
0,10,1,0.0
0,10,2,14.0
0,10,3,28.0
0,10,4,42.0
0,10,5,56.0
0,10,6,70.0
0,10,7,84.0
0,10,8,98.0
0,10,9,112.0
0,10,10,126.0
0,10,11,140.0
0,10,12,154.0
0,10,13,168.0
0,10,14,182.0
0,10,15,196.0
0,10,16,210.0
0,10,17,224.0
0,10,18,238.0
0,10,19,252.0
0,10,20,266.0
0,10,21,280.0
0,10,22,294.0
0,10,23,308.0
0,10,24,322.0
0,10,25,336.0
0,10,26,350.0
0,10,27,364.0
0,10,28,378.0
0,10,29,392.0
0,10,30,406.0
0,10,31,420.0
0,10,32,434.0
0,10,33,448.0
0,10,34,462.0
0,10,35,476.0
0,10,36,490.0
0,10,37,504.0
0,10,38,518.0
0,10,39,532.0
0,10,40,546.0
0,10,41,560.0
0,10,42,574.0
0,10,43,588.0
0,10,44,602.0
0,10,45,616.0
0,10,46,630.0
0,10,47,644.0
0,10,48,658.0
0,10,49,672.0
0,10,50,686.0
0,10,51,700.0
0,10,52,714.0
0,10,53,728.0
0,10,54,742.0
0,10,55,756.0
0,10,56,770.0
0,10,57,784.0
0,10,58,798.0
0,10,59,812.0
0,11,0,600.0
0,11,1,0.0
0,11,2,10.0
0,11,3,20.0
0,11,4,30.0
0,11,5,40.0
0,11,6,50.0
0,11,7,60.0
0,11,8,70.0
0,11,9,80.0
0,11,10,90.0
0,11,11,100.0
0,11,12,110.0
0,11,13,120.0
0,11,14,130.0
0,11,15,140.0
0,11,16,150.0
0,11,17,160.0
0,11,18,170.0
0,11,19,180.0
0,11,20,190.0
0,11,21,200.0
0,11,22,210.0
0,11,23,220.0
0,11,24,230.0
0,11,25,240.0
0,11,26,250.0
0,11,27,260.0
0,11,28,270.0
0,11,29,280.0
0,11,30,290.0
0,11,31,300.0
0,11,32,310.0
0,11,33,320.0
0,11,34,330.0
0,11,35,340.0
0,11,36,350.0
0,11,37,360.0
0,11,38,370.0
0,11,39,380.0
0,11,40,390.0
0,11,41,400.0
0,11,42,410.0
0,11,43,420.0
0,11,44,430.0
0,11,45,440.0
0,11,46,450.0
0,11,47,460.0
0,11,48,470.0
0,11,49,480.0
0,11,50,490.0
0,11,51,500.0
0,11,52,510.0
0,11,53,520.0
0,11,54,530.0
0,11,55,540.0
0,11,56,550.0
0,11,57,560.0
0,11,58,570.0
0,11,59,580.0
0,12,0,840.0
0,12,1,0.0
0,12,2,14.0
0,12,3,28.0
0,12,4,42.0
0,12,5,56.0
0,12,6,70.0
0,12,7,84.0
0,12,8,98.0
0,12,9,112.0
0,12,10,126.0
0,12,11,140.0
0,12,12,154.0
0,12,13,168.0
0,12,14,182.0
0,12,15,196.0
0,12,16,210.0
0,12,17,224.0
0,12,18,238.0
0,12,19,252.0
0,12,20,266.0
0,12,21,280.0
0,12,22,294.0
0,12,23,308.0
0,12,24,322.0
0,12,25,336.0
0,12,26,350.0
0,12,27,364.0
0,12,28,378.0
0,12,29,392.0
0,12,30,406.0
0,12,31,420.0
0,12,32,434.0
0,12,33,448.0
0,12,34,462.0
0,12,35,476.0
0,12,36,490.0
0,12,37,504.0
0,12,38,518.0
0,12,39,532.0
0,12,40,546.0
0,12,41,560.0
0,12,42,574.0
0,12,43,588.0
0,12,44,602.0
0,12,45,616.0
0,12,46,630.0
0,12,47,644.0
0,12,48,658.0
0,12,49,672.0
0,12,50,686.0
0,12,51,700.0
0,12,52,714.0
0,12,53,728.0
0,12,54,742.0
0,12,55,756.0
0,12,56,770.0
0,12,57,784.0
0,12,58,798.0
0,12,59,812.0
0,13,0,720.0
0,13,1,0.0
0,13,2,12.0
0,13,3,24.0
0,13,4,36.0
0,13,5,48.0
0,13,6,60.0
0,13,7,72.0
0,13,8,84.0
0,13,9,96.0
0,13,10,108.0
0,13,11,120.0
0,13,12,132.0
0,13,13,144.0
0,13,14,156.0
0,13,15,168.0
0,13,16,180.0
0,13,17,192.0
0,13,18,204.0
0,13,19,216.0
0,13,20,228.0
0,13,21,240.0
0,13,22,252.0
0,13,23,264.0
0,13,24,276.0
0,13,25,288.0
0,13,26,300.0
0,13,27,312.0
0,13,28,324.0
0,13,29,336.0
0,13,30,348.0
0,13,31,360.0
0,13,32,372.0
0,13,33,384.0
0,13,34,396.0
0,13,35,408.0
0,13,36,420.0
0,13,37,432.0
0,13,38,444.0
0,13,39,456.0
0,13,40,468.0
0,13,41,480.0
0,13,42,492.0
0,13,43,504.0
0,13,44,516.0
0,13,45,528.0
0,13,46,540.0
0,13,47,552.0
0,13,48,564.0
0,13,49,576.0
0,13,50,588.0
0,13,51,600.0
0,13,52,612.0
0,13,53,624.0
0,13,54,636.0
0,13,55,648.0
0,13,56,660.0
0,13,57,672.0
0,13,58,684.0
0,13,59,696.0
0,14,0,780.0
0,14,1,0.0
0,14,2,13.0
0,14,3,26.0
0,14,4,39.0
0,14,5,52.0
0,14,6,65.0
0,14,7,78.0
0,14,8,91.0
0,14,9,104.0
0,14,10,117.0
0,14,11,130.0
0,14,12,143.0
0,14,13,156.0
0,14,14,169.0
0,14,15,182.0
0,14,16,195.0
0,14,17,208.0
0,14,18,221.0
0,14,19,234.0
0,14,20,247.0
0,14,21,260.0
0,14,22,273.0
0,14,23,286.0
0,14,24,299.0
0,14,25,312.0
0,14,26,325.0
0,14,27,338.0
0,14,28,351.0
0,14,29,364.0
0,14,30,377.0
0,14,31,390.0
0,14,32,403.0
0,14,33,416.0
0,14,34,429.0
0,14,35,442.0
0,14,36,455.0
0,14,37,468.0
0,14,38,481.0
0,14,39,494.0
0,14,40,507.0
0,14,41,520.0
0,14,42,533.0
0,14,43,546.0
0,14,44,559.0
0,14,45,572.0
0,14,46,585.0
0,14,47,598.0
0,14,48,611.0
0,14,49,624.0
0,14,50,637.0
0,14,51,650.0
0,14,52,663.0
0,14,53,676.0
0,14,54,689.0
0,14,55,702.0
0,14,56,715.0
0,14,57,728.0
0,14,58,741.0
0,14,59,754.0
1,0,0,600.0
1,0,1,0.0
1,0,2,10.0
1,0,3,20.0
1,0,4,30.0
1,0,5,40.0
1,0,6,50.0
1,0,7,60.0
1,0,8,70.0
1,0,9,80.0
1,0,10,90.0
1,0,11,100.0
1,0,12,110.0
1,0,13,120.0
1,0,14,130.0
1,0,15,140.0
1,0,16,150.0
1,0,17,160.0
1,0,18,170.0
1,0,19,180.0
1,0,20,190.0
1,0,21,200.0
1,0,22,210.0
1,0,23,220.0
1,0,24,230.0
1,0,25,240.0
1,0,26,250.0
1,0,27,260.0
1,0,28,270.0
1,0,29,280.0
1,0,30,290.0
1,0,31,300.0
1,0,32,310.0
1,0,33,320.0
1,0,34,330.0
1,0,35,340.0
1,0,36,350.0
1,0,37,360.0
1,0,38,370.0
1,0,39,380.0
1,0,40,390.0
1,0,41,400.0
1,0,42,410.0
1,0,43,420.0
1,0,44,430.0
1,0,45,440.0
1,0,46,450.0
1,0,47,460.0
1,0,48,470.0
1,0,49,480.0
1,0,50,490.0
1,0,51,500.0
1,0,52,510.0
1,0,53,520.0
1,0,54,530.0
1,0,55,540.0
1,0,56,550.0
1,0,57,560.0
1,0,58,570.0
1,0,59,580.0
1,1,0,600.0
1,1,1,0.0
1,1,2,10.0
1,1,3,20.0
1,1,4,30.0
1,1,5,40.0
1,1,6,50.0
1,1,7,60.0
1,1,8,70.0
1,1,9,80.0
1,1,10,90.0
1,1,11,100.0
1,1,12,110.0
1,1,13,120.0
1,1,14,130.0
1,1,15,140.0
1,1,16,150.0
1,1,17,160.0
1,1,18,170.0
1,1,19,180.0
1,1,20,190.0
1,1,21,200.0
1,1,22,210.0
1,1,23,220.0
1,1,24,230.0
1,1,25,240.0
1,1,26,250.0
1,1,27,260.0
1,1,28,270.0
1,1,29,280.0
1,1,30,290.0
1,1,31,300.0
1,1,32,310.0
1,1,33,320.0
1,1,34,330.0
1,1,35,340.0
1,1,36,350.0
1,1,37,360.0
1,1,38,370.0
1,1,39,380.0
1,1,40,390.0
1,1,41,400.0
1,1,42,410.0
1,1,43,420.0
1,1,44,430.0
1,1,45,440.0
1,1,46,450.0
1,1,47,460.0
1,1,48,470.0
1,1,49,480.0
1,1,50,490.0
1,1,51,500.0
1,1,52,510.0
1,1,53,520.0
1,1,54,530.0
1,1,55,540.0
1,1,56,550.0
1,1,57,560.0
1,1,58,570.0
1,1,59,580.0
1,2,0,720.0
1,2,1,0.0
1,2,2,12.0
1,2,3,24.0
1,2,4,36.0
1,2,5,48.0
1,2,6,60.0
1,2,7,72.0
1,2,8,84.0
1,2,9,96.0
1,2,10,108.0
1,2,11,120.0
1,2,12,132.0
1,2,13,144.0
1,2,14,156.0
1,2,15,168.0
1,2,16,180.0
1,2,17,192.0
1,2,18,204.0
1,2,19,216.0
1,2,20,228.0
1,2,21,240.0
1,2,22,252.0
1,2,23,264.0
1,2,24,276.0
1,2,25,288.0
1,2,26,300.0
1,2,27,312.0
1,2,28,324.0
1,2,29,336.0
1,2,30,348.0
1,2,31,360.0
1,2,32,372.0
1,2,33,384.0
1,2,34,396.0
1,2,35,408.0
1,2,36,420.0
1,2,37,432.0
1,2,38,444.0
1,2,39,456.0
1,2,40,468.0
1,2,41,480.0
1,2,42,492.0
1,2,43,504.0
1,2,44,516.0
1,2,45,528.0
1,2,46,540.0
1,2,47,552.0
1,2,48,564.0
1,2,49,576.0
1,2,50,588.0
1,2,51,600.0
1,2,52,612.0
1,2,53,624.0
1,2,54,636.0
1,2,55,648.0
1,2,56,660.0
1,2,57,672.0
1,2,58,684.0
1,2,59,696.0
1,3,0,720.0
1,3,1,0.0
1,3,2,12.0
1,3,3,24.0
1,3,4,36.0
1,3,5,48.0
1,3,6,60.0
1,3,7,72.0
1,3,8,84.0
1,3,9,96.0
1,3,10,108.0
1,3,11,120.0
1,3,12,132.0
1,3,13,144.0
1,3,14,156.0
1,3,15,168.0
1,3,16,180.0
1,3,17,192.0
1,3,18,204.0
1,3,19,216.0
1,3,20,228.0
1,3,21,240.0
1,3,22,252.0
1,3,23,264.0
1,3,24,276.0
1,3,25,288.0
1,3,26,300.0
1,3,27,312.0
1,3,28,324.0
1,3,29,336.0
1,3,30,348.0
1,3,31,360.0
1,3,32,372.0
1,3,33,384.0
1,3,34,396.0
1,3,35,408.0
1,3,36,420.0
1,3,37,432.0
1,3,38,444.0
1,3,39,456.0
1,3,40,468.0
1,3,41,480.0
1,3,42,492.0
1,3,43,504.0
1,3,44,516.0
1,3,45,528.0
1,3,46,540.0
1,3,47,552.0
1,3,48,564.0
1,3,49,576.0
1,3,50,588.0
1,3,51,600.0
1,3,52,612.0
1,3,53,624.0
1,3,54,636.0
1,3,55,648.0
1,3,56,660.0
1,3,57,672.0
1,3,58,684.0
1,3,59,696.0
1,4,0,660.0
1,4,1,0.0
1,4,2,11.0
1,4,3,22.0
1,4,4,33.0
1,4,5,44.0
1,4,6,55.0
1,4,7,66.0
1,4,8,77.0
1,4,9,88.0
1,4,10,99.0
1,4,11,110.0
1,4,12,121.0
1,4,13,132.0
1,4,14,143.0
1,4,15,154.0
1,4,16,165.0
1,4,17,176.0
1,4,18,187.0
1,4,19,198.0
1,4,20,209.0
1,4,21,220.0
1,4,22,231.0
1,4,23,242.0
1,4,24,253.0
1,4,25,264.0
1,4,26,275.0
1,4,27,286.0
1,4,28,297.0
1,4,29,308.0
1,4,30,319.0
1,4,31,330.0
1,4,32,341.0
1,4,33,352.0
1,4,34,363.0
1,4,35,374.0
1,4,36,385.0
1,4,37,396.0
1,4,38,407.0
1,4,39,418.0
1,4,40,429.0
1,4,41,440.0
1,4,42,451.0
1,4,43,462.0
1,4,44,473.0
1,4,45,484.0
1,4,46,495.0
1,4,47,506.0
1,4,48,517.0
1,4,49,528.0
1,4,50,539.0
1,4,51,550.0
1,4,52,561.0
1,4,53,572.0
1,4,54,583.0
1,4,55,594.0
1,4,56,605.0
1,4,57,616.0
1,4,58,627.0
1,4,59,638.0
1,5,0,600.0
1,5,1,0.0
1,5,2,10.0
1,5,3,20.0
1,5,4,30.0
1,5,5,40.0
1,5,6,50.0
1,5,7,60.0
1,5,8,70.0
1,5,9,80.0
1,5,10,90.0
1,5,11,100.0
1,5,12,110.0
1,5,13,120.0
1,5,14,130.0
1,5,15,140.0
1,5,16,150.0
1,5,17,160.0
1,5,18,170.0
1,5,19,180.0
1,5,20,190.0
1,5,21,200.0
1,5,22,210.0
1,5,23,220.0
1,5,24,230.0
1,5,25,240.0
1,5,26,250.0
1,5,27,260.0
1,5,28,270.0
1,5,29,280.0
1,5,30,290.0
1,5,31,300.0
1,5,32,310.0
1,5,33,320.0
1,5,34,330.0
1,5,35,340.0
1,5,36,350.0
1,5,37,360.0
1,5,38,370.0
1,5,39,380.0
1,5,40,390.0
1,5,41,400.0
1,5,42,410.0
1,5,43,420.0
1,5,44,430.0
1,5,45,440.0
1,5,46,450.0
1,5,47,460.0
1,5,48,470.0
1,5,49,480.0
1,5,50,490.0
1,5,51,500.0
1,5,52,510.0
1,5,53,520.0
1,5,54,530.0
1,5,55,540.0
1,5,56,550.0
1,5,57,560.0
1,5,58,570.0
1,5,59,580.0
1,6,0,660.0
1,6,1,0.0
1,6,2,11.0
1,6,3,22.0
1,6,4,33.0
1,6,5,44.0
1,6,6,55.0
1,6,7,66.0
1,6,8,77.0
1,6,9,88.0
1,6,10,99.0
1,6,11,110.0
1,6,12,121.0
1,6,13,132.0
1,6,14,143.0
1,6,15,154.0
1,6,16,165.0
1,6,17,176.0
1,6,18,187.0
1,6,19,198.0
1,6,20,209.0
1,6,21,220.0
1,6,22,231.0
1,6,23,242.0
1,6,24,253.0
1,6,25,264.0
1,6,26,275.0
1,6,27,286.0
1,6,28,297.0
1,6,29,308.0
1,6,30,319.0
1,6,31,330.0
1,6,32,341.0
1,6,33,352.0
1,6,34,363.0
1,6,35,374.0
1,6,36,385.0
1,6,37,396.0
1,6,38,407.0
1,6,39,418.0
1,6,40,429.0
1,6,41,440.0
1,6,42,451.0
1,6,43,462.0
1,6,44,473.0
1,6,45,484.0
1,6,46,495.0
1,6,47,506.0
1,6,48,517.0
1,6,49,528.0
1,6,50,539.0
1,6,51,550.0
1,6,52,561.0
1,6,53,572.0
1,6,54,583.0
1,6,55,594.0
1,6,56,605.0
1,6,57,616.0
1,6,58,627.0
1,6,59,638.0
1,7,0,840.0
1,7,1,0.0
1,7,2,14.0
1,7,3,28.0
1,7,4,42.0
1,7,5,56.0
1,7,6,70.0
1,7,7,84.0
1,7,8,98.0
1,7,9,112.0
1,7,10,126.0
1,7,11,140.0
1,7,12,154.0
1,7,13,168.0
1,7,14,182.0
1,7,15,196.0
1,7,16,210.0
1,7,17,224.0
1,7,18,238.0
1,7,19,252.0
1,7,20,266.0
1,7,21,280.0
1,7,22,294.0
1,7,23,308.0
1,7,24,322.0
1,7,25,336.0
1,7,26,350.0
1,7,27,364.0
1,7,28,378.0
1,7,29,392.0
1,7,30,406.0
1,7,31,420.0
1,7,32,434.0
1,7,33,448.0
1,7,34,462.0
1,7,35,476.0
1,7,36,490.0
1,7,37,504.0
1,7,38,518.0
1,7,39,532.0
1,7,40,546.0
1,7,41,560.0
1,7,42,574.0
1,7,43,588.0
1,7,44,602.0
1,7,45,616.0
1,7,46,630.0
1,7,47,644.0
1,7,48,658.0
1,7,49,672.0
1,7,50,686.0
1,7,51,700.0
1,7,52,714.0
1,7,53,728.0
1,7,54,742.0
1,7,55,756.0
1,7,56,770.0
1,7,57,784.0
1,7,58,798.0
1,7,59,812.0
1,8,0,600.0
1,8,1,0.0
1,8,2,10.0
1,8,3,20.0
1,8,4,30.0
1,8,5,40.0
1,8,6,50.0
1,8,7,60.0
1,8,8,70.0
1,8,9,80.0
1,8,10,90.0
1,8,11,100.0
1,8,12,110.0
1,8,13,120.0
1,8,14,130.0
1,8,15,140.0
1,8,16,150.0
1,8,17,160.0
